               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.023523,            0.014597,            0.064107,             0.41472,             0.45661,             0.42715,             0.31487,            0.013402,           0.0052452,            0.036621,           0.0087971,           0.0087971,           0.0087971
                  36,            0.023344,            0.014503,            0.064424,             0.42222,             0.45729,             0.42855,             0.31635,            0.013398,           0.0052409,            0.036219,           0.0087286,           0.0087286,           0.0087286
                  37,             0.02349,            0.014392,            0.064355,             0.43351,               0.456,             0.43925,             0.32328,            0.013282,           0.0052508,            0.035815,           0.0086584,           0.0086584,           0.0086584
                  38,            0.023227,             0.01442,            0.063818,              0.4323,             0.46111,             0.44161,             0.32519,            0.013238,           0.0052625,            0.035299,           0.0085866,           0.0085866,           0.0085866
                  39,            0.023515,            0.014518,            0.063603,             0.44354,             0.46781,             0.45432,             0.33542,            0.013266,           0.0052386,             0.03498,           0.0085133,           0.0085133,           0.0085133
                  40,            0.023179,            0.014445,            0.062479,             0.44487,             0.47357,             0.46049,             0.33996,            0.013272,           0.0052238,            0.034753,           0.0084385,           0.0084385,           0.0084385
                  41,            0.023448,             0.01428,            0.062145,              0.4524,             0.47529,             0.46755,             0.34615,            0.013161,           0.0052058,              0.0341,           0.0083622,           0.0083622,           0.0083622
                  42,            0.023546,             0.01441,            0.063775,              0.4667,             0.48325,             0.48005,             0.35634,            0.012976,           0.0051902,            0.033771,           0.0082844,           0.0082844,           0.0082844
                  43,            0.023623,            0.014231,            0.062183,             0.47449,             0.48146,             0.48532,             0.36004,            0.012988,           0.0051829,            0.033311,           0.0082052,           0.0082052,           0.0082052
                  44,             0.02299,            0.014337,            0.061241,              0.4781,             0.48108,             0.49313,             0.36667,            0.012923,           0.0051816,            0.032863,           0.0081247,           0.0081247,           0.0081247
                  45,             0.02368,            0.014248,            0.061221,             0.48209,             0.48929,              0.4967,                0.37,            0.012923,           0.0051755,            0.032463,           0.0080428,           0.0080428,           0.0080428
                  46,            0.023595,            0.014349,            0.061906,             0.49235,             0.49832,             0.50573,             0.37686,            0.012903,           0.0051581,            0.032141,           0.0079595,           0.0079595,           0.0079595
                  47,            0.023359,              0.0144,             0.06178,             0.49374,             0.50254,             0.50915,              0.3791,            0.012893,           0.0051589,            0.031789,            0.007875,            0.007875,            0.007875
                  48,            0.023528,            0.014201,            0.061512,             0.49843,             0.51002,             0.51618,             0.38477,            0.012856,           0.0051476,            0.031354,           0.0077893,           0.0077893,           0.0077893
                  49,            0.023156,            0.014259,            0.060042,             0.49778,             0.50921,              0.5217,             0.38841,            0.012811,           0.0051378,            0.031224,           0.0077023,           0.0077023,           0.0077023
                  50,            0.022815,            0.014003,             0.05916,             0.50978,             0.51152,             0.52892,             0.39475,             0.01274,           0.0051385,             0.03081,           0.0076142,           0.0076142,           0.0076142
                  51,            0.022929,            0.014216,             0.05887,             0.51304,             0.52122,             0.53608,             0.40009,            0.012713,           0.0051247,            0.030507,            0.007525,            0.007525,            0.007525
                  52,            0.023062,             0.01415,            0.059608,             0.51657,             0.52197,             0.53923,             0.40297,              0.0127,           0.0051087,            0.030036,           0.0074347,           0.0074347,           0.0074347
                  53,            0.024003,            0.014311,            0.059936,             0.52827,             0.52052,             0.54335,             0.40667,            0.012721,           0.0050978,            0.029794,           0.0073433,           0.0073433,           0.0073433
                  54,            0.023465,            0.014281,            0.058776,             0.53123,             0.52431,             0.54937,             0.41087,            0.012666,           0.0050996,            0.029495,           0.0072509,           0.0072509,           0.0072509
                  55,            0.023453,            0.014123,            0.059165,             0.53491,             0.52881,             0.55504,             0.41556,            0.012645,            0.005087,            0.029146,           0.0071576,           0.0071576,           0.0071576
                  56,            0.023012,            0.014081,             0.05803,             0.54869,             0.53252,             0.56097,             0.42065,            0.012568,           0.0050746,            0.028915,           0.0070633,           0.0070633,           0.0070633
                  57,            0.023065,            0.014218,            0.058037,             0.55653,             0.53125,             0.56613,             0.42456,            0.012529,           0.0050721,             0.02865,           0.0069682,           0.0069682,           0.0069682
                  58,            0.023182,            0.014206,            0.056814,             0.55499,             0.53439,             0.57206,             0.42977,             0.01248,           0.0050571,            0.028333,           0.0068722,           0.0068722,           0.0068722
                  59,            0.022727,            0.014103,            0.057255,             0.55982,             0.53597,             0.57797,             0.43443,            0.012419,           0.0050487,            0.028037,           0.0067754,           0.0067754,           0.0067754
                  60,            0.023026,             0.01409,            0.057435,             0.55927,             0.54051,             0.58223,             0.43753,            0.012389,           0.0050461,            0.027777,           0.0066779,           0.0066779,           0.0066779
                  61,            0.023434,            0.014286,            0.057832,             0.56101,             0.54681,             0.58596,             0.44048,            0.012384,           0.0050494,            0.027555,           0.0065796,           0.0065796,           0.0065796
                  62,              0.0235,            0.014093,             0.05728,             0.55956,             0.55576,             0.59029,             0.44426,            0.012339,           0.0050457,            0.027401,           0.0064807,           0.0064807,           0.0064807
                  63,            0.022866,            0.014061,            0.055959,             0.56061,             0.56491,             0.59437,             0.44775,            0.012312,           0.0050425,             0.02715,           0.0063812,           0.0063812,           0.0063812
                  64,            0.023238,            0.014221,             0.05575,             0.57057,             0.56289,              0.5988,             0.45148,              0.0123,           0.0050341,            0.026889,            0.006281,            0.006281,            0.006281
                  65,            0.022658,            0.014069,            0.055938,              0.5702,             0.56722,             0.60246,             0.45403,            0.012278,           0.0050274,            0.026652,           0.0061803,           0.0061803,           0.0061803
                  66,            0.023417,            0.014124,             0.05609,             0.58002,             0.56663,             0.60605,             0.45786,            0.012233,           0.0050198,             0.02642,           0.0060792,           0.0060792,           0.0060792
                  67,            0.022245,            0.014069,            0.054927,             0.57988,             0.57097,             0.60924,             0.46034,            0.012192,           0.0050105,            0.026224,           0.0059775,           0.0059775,           0.0059775
                  68,            0.023162,            0.014041,            0.055518,             0.58304,              0.5734,             0.61317,             0.46369,             0.01216,           0.0050039,             0.02602,           0.0058755,           0.0058755,           0.0058755
                  69,             0.02242,            0.013891,            0.054454,             0.58844,             0.57317,             0.61655,             0.46666,            0.012147,           0.0049987,            0.025845,           0.0057731,           0.0057731,           0.0057731
                  70,            0.022576,             0.01397,             0.05547,             0.59059,              0.5753,             0.61991,             0.46892,            0.012142,           0.0049919,              0.0257,           0.0056704,           0.0056704,           0.0056704
                  71,            0.023067,            0.013978,            0.055552,             0.59139,             0.57794,             0.62332,             0.47197,            0.012133,           0.0049862,            0.025512,           0.0055674,           0.0055674,           0.0055674
                  72,            0.022702,            0.013976,            0.053793,             0.58889,             0.58241,             0.62646,              0.4748,            0.012109,           0.0049808,            0.025329,           0.0054642,           0.0054642,           0.0054642
                  73,            0.022496,            0.014122,            0.053281,             0.59135,             0.58402,             0.62975,             0.47773,            0.012088,           0.0049741,            0.025151,           0.0053608,           0.0053608,           0.0053608
                  74,            0.022136,            0.014024,            0.053243,              0.5955,             0.58385,             0.63314,             0.48046,            0.012054,           0.0049681,            0.024954,           0.0052573,           0.0052573,           0.0052573
                  75,            0.022568,            0.013931,             0.05347,             0.60009,             0.58342,             0.63637,              0.4835,            0.012034,           0.0049611,            0.024775,           0.0051537,           0.0051537,           0.0051537
                  76,            0.022109,            0.013955,             0.05321,             0.59943,             0.58899,             0.63942,             0.48577,            0.012023,           0.0049553,              0.0246,             0.00505,             0.00505,             0.00505
                  77,            0.022129,             0.01398,            0.052824,             0.60121,             0.59145,             0.64231,             0.48834,             0.01201,           0.0049495,            0.024441,           0.0049463,           0.0049463,           0.0049463
                  78,             0.02206,            0.014012,            0.053381,             0.60195,             0.59421,             0.64477,             0.49077,            0.011989,           0.0049439,            0.024293,           0.0048427,           0.0048427,           0.0048427
                  79,            0.022191,            0.014019,            0.053971,             0.60652,             0.59348,             0.64741,             0.49301,             0.01197,           0.0049398,            0.024145,           0.0047392,           0.0047392,           0.0047392
                  80,            0.021943,            0.013879,            0.051722,             0.60933,             0.59367,                0.65,             0.49529,            0.011952,           0.0049364,            0.023999,           0.0046358,           0.0046358,           0.0046358
                  81,            0.022176,            0.013882,            0.052194,             0.60658,             0.59806,              0.6518,               0.497,            0.011937,           0.0049325,            0.023861,           0.0045326,           0.0045326,           0.0045326
                  82,            0.021743,            0.013961,            0.052408,             0.61125,             0.59729,             0.65407,              0.4987,            0.011923,           0.0049293,            0.023737,           0.0044296,           0.0044296,           0.0044296
                  83,            0.021607,            0.013786,            0.051959,             0.61542,             0.59708,             0.65645,               0.501,            0.011909,           0.0049259,            0.023614,           0.0043269,           0.0043269,           0.0043269
                  84,            0.021995,            0.013943,             0.05242,              0.6171,             0.59864,             0.65865,             0.50288,            0.011897,           0.0049228,            0.023493,           0.0042245,           0.0042245,           0.0042245
                  85,            0.021565,            0.013853,             0.05122,             0.62277,             0.59722,             0.66081,             0.50475,            0.011886,           0.0049203,            0.023372,           0.0041225,           0.0041225,           0.0041225
                  86,            0.021506,            0.013877,            0.051628,             0.62312,             0.59928,             0.66265,             0.50629,            0.011876,           0.0049177,            0.023264,           0.0040208,           0.0040208,           0.0040208
                  87,            0.022023,            0.013842,            0.051389,             0.62619,             0.60042,             0.66463,             0.50808,            0.011865,           0.0049157,            0.023161,           0.0039197,           0.0039197,           0.0039197
                  88,            0.021442,            0.014017,            0.050815,             0.62636,              0.6026,             0.66652,             0.50959,            0.011855,           0.0049134,            0.023053,            0.003819,            0.003819,            0.003819
                  89,            0.021702,            0.013919,            0.051531,             0.62782,             0.60547,             0.66838,             0.51126,            0.011855,           0.0049111,            0.022944,           0.0037188,           0.0037188,           0.0037188
                  90,            0.021611,             0.01381,            0.050725,             0.62896,             0.60918,             0.67016,             0.51271,            0.011847,           0.0049091,            0.022847,           0.0036193,           0.0036193,           0.0036193
                  91,            0.022301,            0.013852,            0.051672,             0.63173,             0.61076,             0.67192,             0.51434,            0.011837,           0.0049066,            0.022754,           0.0035204,           0.0035204,           0.0035204
                  92,            0.021195,            0.013801,            0.050816,             0.63311,             0.61111,             0.67378,              0.5158,            0.011827,           0.0049041,            0.022663,           0.0034221,           0.0034221,           0.0034221
                  93,              0.0213,            0.013764,            0.049626,             0.63642,             0.61053,             0.67551,             0.51723,            0.011813,           0.0049015,             0.02257,           0.0033246,           0.0033246,           0.0033246
                  94,            0.021462,            0.013918,            0.049708,             0.63812,             0.61119,             0.67726,             0.51862,            0.011802,           0.0048986,             0.02248,           0.0032278,           0.0032278,           0.0032278
                  95,            0.020668,             0.01363,            0.049456,             0.63985,             0.61167,             0.67897,             0.52014,            0.011793,           0.0048963,            0.022391,           0.0031318,           0.0031318,           0.0031318
                  96,            0.020619,            0.013728,            0.049241,             0.64101,             0.61355,             0.68071,             0.52163,            0.011784,           0.0048935,            0.022299,           0.0030367,           0.0030367,           0.0030367
                  97,            0.021334,            0.013615,            0.049478,             0.64295,             0.61373,             0.68237,             0.52304,            0.011772,           0.0048907,            0.022209,           0.0029424,           0.0029424,           0.0029424
                  98,            0.021011,            0.013691,            0.050155,             0.64475,             0.61558,             0.68378,             0.52429,            0.011765,           0.0048879,            0.022123,           0.0028491,           0.0028491,           0.0028491
                  99,            0.020511,            0.013674,            0.048005,             0.64519,             0.61679,             0.68532,             0.52568,            0.011756,           0.0048853,             0.02204,           0.0027567,           0.0027567,           0.0027567
                 100,            0.020722,            0.013664,            0.048679,             0.64726,             0.61683,             0.68663,             0.52662,            0.011746,           0.0048829,             0.02196,           0.0026653,           0.0026653,           0.0026653
                 101,            0.020388,            0.013581,            0.048596,             0.64915,             0.61786,             0.68784,             0.52785,            0.011738,           0.0048804,            0.021886,            0.002575,            0.002575,            0.002575
