               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.020745,            0.011925,            0.043227,             0.78893,             0.75976,              0.8446,             0.72328,           0.0090193,           0.0036893,             0.01363,           0.0047392,           0.0047392,           0.0047392
                  80,            0.020832,            0.012005,            0.043967,             0.79085,             0.76345,             0.84739,             0.72637,           0.0089965,           0.0036831,             0.01348,           0.0046358,           0.0046358,           0.0046358
                  81,            0.020113,             0.01201,            0.043069,             0.79116,             0.76525,             0.84999,             0.72885,           0.0089748,           0.0036768,            0.013335,           0.0045326,           0.0045326,           0.0045326
                  82,            0.020106,            0.011954,            0.043306,             0.79587,             0.76596,             0.85219,             0.73079,           0.0089615,           0.0036716,            0.013207,           0.0044296,           0.0044296,           0.0044296
                  83,            0.019938,            0.011953,            0.041871,             0.79913,             0.76796,             0.85445,              0.7331,           0.0089413,           0.0036664,            0.013077,           0.0043269,           0.0043269,           0.0043269
                  84,            0.019838,            0.011941,            0.042007,             0.80231,             0.76959,             0.85651,             0.73515,           0.0089141,           0.0036614,            0.012949,           0.0042245,           0.0042245,           0.0042245
                  85,            0.020094,            0.011838,            0.042256,             0.80583,              0.7712,             0.85858,             0.73737,           0.0088951,           0.0036562,            0.012819,           0.0041225,           0.0041225,           0.0041225
                  86,            0.020125,             0.01189,            0.042242,             0.80718,             0.77457,             0.86054,             0.73925,           0.0088801,           0.0036513,            0.012696,           0.0040208,           0.0040208,           0.0040208
                  87,            0.019691,            0.011827,            0.041638,             0.80967,             0.77541,             0.86228,             0.74103,           0.0088605,           0.0036469,            0.012583,           0.0039197,           0.0039197,           0.0039197
                  88,            0.019496,            0.011819,            0.041321,             0.81037,              0.7772,             0.86401,              0.7427,           0.0088424,           0.0036425,             0.01247,            0.003819,            0.003819,            0.003819
                  89,             0.01991,            0.011908,            0.041118,             0.81223,             0.77781,             0.86584,             0.74459,           0.0088241,           0.0036379,            0.012356,           0.0037188,           0.0037188,           0.0037188
                  90,            0.019458,            0.011757,            0.040861,             0.81264,             0.77985,              0.8675,             0.74657,           0.0088054,           0.0036329,            0.012254,           0.0036193,           0.0036193,           0.0036193
                  91,            0.019609,            0.011816,            0.039817,             0.81184,             0.78217,             0.86913,             0.74826,           0.0087941,           0.0036282,            0.012149,           0.0035204,           0.0035204,           0.0035204
                  92,            0.019685,             0.01175,            0.040821,             0.81475,             0.78452,              0.8707,              0.7501,           0.0087754,           0.0036239,            0.012046,           0.0034221,           0.0034221,           0.0034221
